Period,Open,High,Low,Close
2021-05-10,8779.070000,8795.780000,8696.280000,8696.293553
2021-05-07,8741.600000,8799.100000,8724.240000,8787.815085
2021-05-06,8654.620000,8724.280000,8609.610000,8722.035928
2021-05-05,8669.700000,8691.720000,8636.580000,8650.038248
2021-05-04,8673.770000,8673.770000,8569.180000,8643.912839
2021-05-03,8700.620000,8736.730000,8692.570000,8702.024970
2021-04-30,8713.280000,8713.280000,8665.270000,8678.160542
2021-04-29,8729.280000,8755.500000,8668.440000,8740.348536
2021-04-28,8685.220000,8719.110000,8678.870000,8681.165937
2021-04-27,8691.630000,8702.160000,8667.590000,8688.452219
2021-04-26,8684.880000,8703.890000,8679.600000,8690.257025
2021-04-23,8588.920000,8703.720000,8588.920000,8674.796388
2021-04-22,8654.340000,8673.180000,8557.780000,8580.730749
2021-04-21,8566.420000,8662.160000,8562.440000,8659.798910
2021-04-20,8630.240000,8630.240000,8545.610000,8579.946656
2021-04-19,8672.750000,8674.640000,8611.900000,8638.421122
2021-04-16,8661.010000,8696.620000,8654.100000,8684.506338
2021-04-15,8589.660000,8659.610000,8589.660000,8653.287279
2021-04-14,8593.250000,8614.220000,8550.420000,8558.156000
2021-04-13,8568.410000,8605.490000,8556.860000,8592.245940
2021-04-12,8557.220000,8571.700000,8536.710000,8564.029976
2021-04-09,8497.760000,8566.460000,8497.160000,8565.572908
2021-04-08,8484.880000,8501.910000,8469.500000,8499.850172
2021-04-07,8450.440000,8468.560000,8438.030000,8462.175156
2021-04-06,8452.920000,8475.000000,8437.580000,8449.541579
2021-04-05,8367.250000,8468.810000,8367.250000,8457.396601
2021-04-01,8279.750000,8337.480000,8279.750000,8335.909134
2021-03-31,8226.770000,8282.990000,8226.490000,8238.482896
2021-03-30,8218.030000,8227.480000,8178.810000,8208.097427
2021-03-29,8229.550000,8255.470000,8175.830000,8233.244940
2021-03-26,8121.330000,8246.900000,8121.330000,8240.381492
2021-03-25,8042.960000,8125.980000,7990.020000,8105.511314
2021-03-24,8126.820000,8172.740000,8062.950000,8062.996308
2021-03-23,8162.980000,8186.750000,8088.510000,8106.832957
2021-03-22,8119.170000,8199.500000,8114.380000,8169.136165
2021-03-19,8112.220000,8147.380000,8057.740000,8112.134372
2021-03-18,8195.020000,8228.180000,8106.640000,8116.166622
2021-03-17,8186.470000,8257.230000,8158.060000,8237.351910
2021-03-16,8236.190000,8251.490000,8194.410000,8213.627553
2021-03-15,8172.490000,8228.380000,8132.220000,8226.317652
2021-03-12,8133.900000,8176.010000,8114.760000,8172.897177
2021-03-11,8113.280000,8205.850000,8113.280000,8162.584850
2021-03-10,8063.940000,8116.450000,8051.180000,8078.048064
2021-03-09,7980.490000,8087.840000,7980.490000,8029.203549
2021-03-08,7964.140000,8040.070000,7912.340000,7916.406129
2021-03-05,7858.800000,7979.170000,7727.670000,7958.979379
2021-03-04,7910.120000,7961.430000,7712.970000,7806.452776
2021-03-03,8002.900000,8024.060000,7909.860000,7911.214542
2021-03-02,8084.600000,8090.060000,8012.840000,8015.537568
2021-03-01,7957.960000,8107.010000,7957.960000,8080.780851
2021-02-26,7951.840000,7995.850000,7848.050000,7892.811931
2021-02-25,8108.580000,8127.410000,7897.980000,7929.562971
2021-02-24,8020.300000,8134.030000,7991.140000,8127.378494
2021-02-23,7985.760000,8066.250000,7879.380000,8036.060006
2021-02-22,8044.550000,8080.470000,8022.630000,8025.813987
2021-02-19,8117.600000,8136.750000,8081.470000,8087.682366
2021-02-18,8106.150000,8118.780000,8042.500000,8102.242638
2021-02-17,8111.320000,8142.490000,8074.510000,8137.878894
2021-02-16,8153.690000,8175.830000,8121.470000,8139.155470
2021-02-12,8094.810000,8147.260000,8083.610000,8142.788135
2021-02-11,8104.250000,8124.000000,8050.710000,8104.194677
2021-02-10,8111.660000,8133.310000,8037.520000,8089.109814
2021-02-09,8090.180000,8106.250000,8074.040000,8091.697232
2021-02-08,8051.750000,8099.410000,8051.750000,8099.331933
2021-02-05,8022.020000,8055.570000,8015.140000,8039.670905
2021-02-04,7935.060000,8008.410000,7935.060000,8007.615021
2021-02-03,7941.730000,7956.680000,7893.060000,7920.852097
2021-02-02,7841.580000,7947.560000,7841.580000,7912.870305
2021-02-01,7716.040000,7825.950000,7704.890000,7804.311866
2021-01-29,7812.940000,7812.940000,7639.400000,7681.008746
2021-01-28,7765.840000,7920.180000,7765.840000,7831.217095
2021-01-27,7932.670000,7932.670000,7717.660000,7754.739831
2021-01-26,7986.680000,8001.990000,7955.360000,7959.099876
2021-01-25,7963.330000,7978.910000,7850.600000,7970.921574
2021-01-22,7947.950000,7964.630000,7919.750000,7942.203755
2021-01-21,7975.190000,7983.280000,7949.700000,7966.109974
2021-01-20,7889.270000,7979.260000,7889.270000,7962.919300
2021-01-19,7818.260000,7864.880000,7815.260000,7853.470123
2021-01-15,7832.130000,7832.130000,7751.660000,7789.791028
2021-01-14,7886.270000,7903.980000,7840.560000,7846.095640
2021-01-13,7859.010000,7897.710000,7837.120000,7874.754057
2021-01-12,7857.600000,7876.470000,7806.150000,7856.724936
2021-01-11,7860.760000,7891.070000,7831.670000,7853.446864
2021-01-08,7885.360000,7909.320000,7820.380000,7905.276273
2021-01-07,7780.350000,7876.670000,7780.350000,7861.095203
2021-01-06,7744.430000,8851.168000,7744.430000,7744.428808
2021-01-05,7640.770000,7722.690000,7635.640000,7700.344799
2021-01-04,7777.410000,7788.350000,7567.080000,7645.269117
2020-12-31,7712.240000,7767.170000,7699.050000,7759.345470
2020-12-30,7717.670000,7735.040000,7705.320000,7709.098023
2020-12-29,7745.380000,7757.760000,7690.220000,7697.926276
2020-12-28,7689.640000,7725.740000,7689.640000,7715.101633
2020-12-24,7629.750000,7649.790000,7620.120000,7648.392719
2020-12-23,7627.670000,7664.440000,7619.820000,7620.634084
2020-12-22,7637.180000,7637.480000,7591.910000,7614.831819
2020-12-21,7608.110000,7646.220000,7509.690000,7630.074356
2020-12-18,7686.560000,7695.160000,7611.180000,7659.753848
2020-12-17,7667.960000,7691.200000,7662.290000,7686.184840
2020-12-16,7631.650000,7662.650000,7615.790000,7641.817268
2020-12-15,7570.020000,7629.650000,7556.010000,7628.275360
2020-12-14,7588.200000,7634.300000,7530.210000,7530.865539
2020-12-11,7547.240000,7567.430000,7500.480000,7562.462634
2020-12-10,7553.350000,7593.320000,7524.940000,7571.873965
2020-12-09,7649.510000,7662.450000,7555.710000,7581.063325
2020-12-08,7601.800000,7654.160000,7593.280000,7641.431576
2020-12-07,7625.710000,7631.240000,7593.110000,7620.004323
2020-12-04,7576.610000,7634.810000,7576.610000,7634.767012
2020-12-03,7570.660000,7600.410000,7548.240000,7567.437802
2020-12-02,7539.350000,7574.030000,7521.570000,7570.758064
2020-12-01,7522.300000,7589.220000,7522.300000,7556.514941
2020-11-30,7497.940000,7497.940000,7416.460000,7472.058489
2020-11-27,7505.770000,7517.660000,7486.950000,7505.379187
2020-11-25,7498.760000,7498.760000,7462.170000,7486.680433
2020-11-24,7413.970000,7512.140000,7413.970000,7498.293317
2020-11-23,7356.720000,7403.700000,7327.750000,7378.938565
2020-11-20,7381.650000,7385.600000,7335.750000,7336.761075
2020-11-19,7340.550000,7393.590000,7309.200000,7386.856866
2020-11-18,7448.670000,7463.070000,7356.810000,7357.336564
2020-11-17,7443.640000,7469.990000,7399.210000,7442.041347
2020-11-16,7421.660000,7478.340000,7421.660000,7476.792288
2020-11-13,7323.460000,7408.110000,7323.460000,7390.609591
2020-11-12,7343.570000,7356.580000,7252.720000,7290.692826
2020-11-11,7343.210000,7380.130000,7330.440000,7362.653970
2020-11-10,7302.060000,7330.830000,7237.700000,7306.749242
2020-11-09,7382.810000,7511.310000,7311.150000,7315.768253
2020-11-06,7228.260000,7254.240000,7178.810000,7230.514588
2020-11-05,7180.780000,7269.900000,7180.780000,7231.669436
2020-11-04,7016.150000,7179.920000,7014.630000,7092.303230
2020-11-03,6871.530000,6981.170000,6871.530000,6939.299522
2020-11-02,6817.890000,6858.650000,6755.130000,6817.890618
2020-10-30,6783.490000,6806.430000,6660.690000,6734.836612
2020-10-29,6748.970000,6880.280000,6713.580000,6816.794232
2020-10-28,6882.880000,6882.880000,6731.900000,6735.748613
2020-10-27,7007.800000,7020.450000,6978.180000,6982.139330
2020-10-26,7086.500000,7086.500000,6928.880000,7003.211433
2020-10-23,7134.800000,7137.660000,7084.800000,7135.807067
2020-10-22,7080.300000,7125.470000,7032.960000,7111.171110
2020-10-21,7082.610000,7133.860000,7068.590000,7073.654204
2020-10-20,7081.370000,7158.670000,7073.880000,7089.057446
2020-10-19,7192.990000,7210.940000,7041.710000,7055.582729
2020-10-16,7192.660000,7238.330000,7170.730000,7172.698852
2020-10-15,7110.620000,7183.390000,7084.630000,7171.607810
2020-10-14,7237.560000,7263.230000,7165.710000,7182.375748
2020-10-13,7275.000000,7275.000000,7206.830000,7229.553270
2020-10-12,7205.030000,7307.550000,7205.030000,7275.430646
2020-10-09,7121.980000,7168.480000,7118.690000,7157.923979
2020-10-08,7069.580000,7096.100000,7056.970000,7095.399441
2020-10-07,6965.120000,7050.900000,6965.120000,7036.909412
2020-10-06,7014.740000,7061.560000,6903.470000,6916.397085
2020-10-05,6929.140000,7015.990000,6929.140000,7014.226792
2020-10-02,6870.090000,6932.140000,6839.040000,6889.647006
2020-10-01,6966.630000,6989.430000,6916.530000,6956.195329
2020-09-30,6874.010000,6981.610000,6872.500000,6918.834651
2020-09-29,6893.740000,6908.120000,6845.820000,6861.959274
2020-09-28,6857.870000,6913.070000,6855.900000,6894.268899
2020-09-25,6657.830000,6802.140000,6642.040000,6784.953905
2020-09-24,6635.980000,6744.000000,6602.360000,6678.038477
2020-09-23,6828.920000,6835.210000,6649.240000,6657.815851
2020-09-22,6778.330000,6828.670000,6727.320000,6819.081613
2020-09-21,6757.350000,6757.350000,6641.330000,6748.075229
2020-09-18,6904.680000,6913.830000,6771.060000,6826.719094
2020-09-17,6882.960000,6940.990000,6845.900000,6903.823679
2020-09-16,7015.210000,7051.510000,6960.530000,6962.286616
2020-09-15,7007.770000,7031.430000,6969.870000,6994.332699
2020-09-14,6916.830000,6997.510000,6916.830000,6957.911718
2020-09-11,6892.340000,6924.810000,6805.530000,6868.219171
2020-09-10,7015.060000,7041.750000,6844.420000,6864.232949
2020-09-09,6926.860000,7039.710000,6920.950000,6986.756970
2020-09-08,6930.720000,6946.920000,6843.170000,6848.421179
2020-09-04,7098.380000,7150.440000,6886.630000,7043.624075
2020-09-03,7326.760000,7326.930000,7044.820000,7101.381577
2020-09-02,7282.280000,7373.350000,7265.200000,7358.485053
2020-09-01,7206.900000,7249.210000,7180.760000,7246.374588
2020-08-31,7211.470000,7221.830000,7177.810000,7192.110901
2020-08-28,7179.730000,7209.560000,7158.420000,7207.097824
2020-08-27,7159.380000,7192.730000,7125.350000,7158.182010
2020-08-26,7086.680000,7150.520000,7075.000000,7145.769226
2020-08-25,7057.840000,7074.570000,7037.160000,7073.596912
2020-08-24,7021.070000,7048.820000,7010.910000,7048.174126
2020-08-21,6954.390000,6982.970000,6941.000000,6977.271068
2020-08-20,6901.520000,6963.520000,6889.850000,6952.924648
2020-08-19,6967.070000,6981.410000,6920.370000,6930.804549
2020-08-18,6954.690000,6971.020000,6920.080000,6960.301006
2020-08-17,6940.890000,6954.670000,6937.540000,6943.223086
2020-08-14,6915.680000,6935.890000,6901.280000,6924.281627
2020-08-13,6923.970000,6953.270000,6904.490000,6924.960283
2020-08-12,6886.360000,6952.810000,6886.360000,6937.441541
2020-08-11,6915.890000,6937.660000,6825.800000,6840.674425
2020-08-10,6886.500000,6901.100000,6845.070000,6895.594544
2020-08-07,6853.600000,6879.030000,6830.550000,6876.645824
2020-08-06,6817.560000,6874.680000,6807.270000,6870.861680
2020-08-05,6804.890000,6832.090000,6804.890000,6826.221089
2020-08-04,6748.580000,6783.110000,6741.290000,6782.603460
2020-08-03,6745.170000,6774.850000,6737.720000,6758.199422
2020-07-31,6708.410000,6711.950000,6606.320000,6709.806499
2020-07-30,6628.360000,6667.650000,6572.890000,6658.016356
2020-07-29,6617.990000,6694.930000,6617.990000,6682.012488
2020-07-28,6632.450000,6651.760000,6595.320000,6599.969236
2020-07-27,6602.760000,6647.040000,6591.330000,6642.894986
2020-07-24,6600.160000,6617.800000,6562.160000,6594.102403
2020-07-23,6708.820000,6725.830000,6608.630000,6635.043994
2020-07-22,6673.920000,6724.050000,6670.300000,6717.285759
2020-07-21,6701.750000,6719.650000,6659.260000,6678.744043
2020-07-20,6610.960000,6681.340000,6592.380000,6667.452192
2020-07-17,6610.790000,6629.680000,6573.140000,6611.863983
2020-07-16,6577.960000,6602.630000,6557.930000,6592.747123
2020-07-15,6613.880000,6639.090000,6562.230000,6615.068529
2020-07-14,6439.770000,6562.420000,6412.200000,6555.402698
2020-07-13,6570.030000,6631.950000,6456.910000,6467.836430
2020-07-10,6462.200000,6532.450000,6429.000000,6528.961265
2020-07-09,6510.740000,6518.140000,6387.140000,6461.312121
2020-07-08,6461.560000,6499.780000,6427.680000,6496.138885
2020-07-07,6488.870000,6525.060000,6441.370000,6445.587822
2020-07-06,6465.990000,6519.420000,6465.990000,6516.051891
2020-07-02,6442.080000,6487.360000,6402.900000,6414.155140
2020-07-01,6363.410000,6409.190000,6353.660000,6383.762685
2020-06-30,6249.070000,6374.340000,6245.770000,6351.666872
2020-06-29,6183.810000,6255.380000,6145.200000,6254.780507
2020-06-26,6294.890000,6295.830000,6155.320000,6163.503651
2020-06-25,6240.350000,6321.050000,6194.080000,6316.449550
2020-06-24,6378.880000,6379.720000,6210.550000,6247.662376
2020-06-23,6428.620000,6461.520000,6405.060000,6413.444693
2020-06-22,6337.900000,6392.140000,6307.120000,6385.912023
2020-06-19,6431.830000,6460.760000,6314.750000,6344.702045
2020-06-18,6351.500000,6389.080000,6334.840000,6379.555115
2020-06-17,6421.900000,6432.060000,6364.360000,6375.537336
2020-06-16,6411.390000,6456.980000,6301.280000,6398.575898
2020-06-15,6130.270000,6306.220000,6073.520000,6279.399243
2020-06-12,6288.270000,6323.530000,6111.710000,6227.418739
2020-06-11,6393.850000,6393.850000,6141.390000,6145.302436
2020-06-10,6577.080000,6596.980000,6512.070000,6529.419808
2020-06-09,6576.830000,6596.030000,6535.540000,6564.269612
2020-06-08,6548.950000,6615.550000,6541.090000,6615.403748
2020-06-05,6475.010000,6572.610000,6475.010000,6536.578644
2020-06-04,6367.920000,6403.370000,6324.650000,6369.535409
2020-06-03,6340.630000,6406.180000,6340.630000,6389.670296
2020-06-02,6270.180000,6303.140000,6243.410000,6302.999599
2020-06-01,6216.800000,6264.660000,6202.370000,6251.476362
2020-05-29,6188.670000,6237.490000,6134.340000,6227.813091
2020-05-28,6231.520000,6276.600000,6184.060000,6197.016411
2020-05-27,6167.500000,6209.630000,6073.620000,6209.384353
2020-05-26,6143.730000,6179.260000,6111.390000,6118.535580
2020-05-22,6029.020000,6046.830000,5999.560000,6044.164291
2020-05-21,6072.780000,6090.210000,6008.700000,6028.933902
2020-05-20,6039.000000,6093.500000,6039.000000,6075.762665
2020-05-19,6027.580000,6059.520000,5973.950000,5975.149857
2020-05-18,5956.050000,6066.750000,5956.050000,6037.901820
2020-05-15,5783.880000,5855.530000,5757.160000,5852.840916
2020-05-14,5710.900000,5829.710000,5654.230000,5829.334215
2020-05-13,5855.400000,5871.930000,5707.060000,5761.696467
2020-05-12,6005.420000,6018.260000,5863.640000,5863.684251
2020-05-11,5955.300000,6014.080000,5930.790000,5985.657562
2020-05-08,5941.700000,5989.360000,5929.740000,5984.547368
2020-05-07,5878.150000,5926.280000,5874.720000,5884.139999
2020-05-06,5886.040000,5902.310000,5813.600000,5815.171681
2020-05-05,5856.480000,5916.310000,5845.980000,5855.578555
2020-05-04,5746.520000,5806.190000,5711.560000,5803.122484
2020-05-01,5856.870000,5856.870000,5760.090000,5778.525640
2020-04-30,5982.400000,5982.400000,5904.070000,5944.679547
2020-04-29,5956.780000,6031.080000,5943.980000,5999.737122
2020-04-28,5939.220000,5961.250000,5838.710000,5844.182567
2020-04-27,5826.300000,5893.780000,5822.810000,5874.935497
2020-04-24,5740.460000,5801.030000,5697.880000,5789.646457
2020-04-23,5735.790000,5805.960000,5703.040000,5710.039263
2020-04-22,5689.340000,5742.240000,5665.200000,5712.652041
2020-04-21,5682.880000,5684.200000,5565.130000,5584.436503
2020-04-20,5806.830000,5854.320000,5755.550000,5761.001730
2020-04-17,5800.320000,5875.290000,5776.760000,5865.897748
2020-04-16,5712.160000,5726.790000,5640.710000,5712.599351
2020-04-15,5704.590000,5716.830000,5635.330000,5679.529522
2020-04-14,5723.540000,5818.910000,5723.540000,5807.097925
2020-04-13,5676.640000,5676.640000,5551.750000,5634.148152
2020-04-09,5665.380000,5750.090000,5635.760000,5691.541465
2020-04-08,5477.040000,5630.930000,5432.830000,5609.551000
2020-04-07,5585.120000,5619.670000,5420.980000,5423.524799
2020-04-06,5258.000000,5458.890000,5251.120000,5432.169589
2020-04-03,5128.720000,5175.910000,5017.120000,5075.160398
2020-04-02,5013.080000,5165.250000,5007.490000,5152.466706
2020-04-01,5092.850000,5143.140000,4989.730000,5036.642299
2020-03-31,5330.560000,5384.490000,5241.810000,5269.200874
2020-03-30,5216.480000,5364.430000,5188.560000,5354.394616
2020-03-27,5209.270000,5331.640000,5136.560000,5179.923966
2020-03-26,5098.020000,5374.260000,5097.610000,5360.488109
2020-03-25,5009.100000,5240.720000,4906.700000,5045.350334
2020-03-24,4778.120000,4992.570000,4778.120000,4987.800423
2020-03-23,4668.160000,4688.560000,4466.720000,4559.504878
2020-03-20,4955.900000,4998.660000,4678.650000,4697.089380
2020-03-19,4876.730000,5026.330000,4727.020000,4909.132013
2020-03-18,4964.010000,4998.630000,4646.560000,4885.763032
2020-03-17,4941.900000,5203.150000,4822.700000,5152.825278
2020-03-16,5110.690000,5221.490000,4850.640000,4861.218566
2020-03-13,5235.630000,5522.890000,5077.690000,5522.845292
2020-03-12,5357.820000,5417.620000,5049.060000,5051.971898
2020-03-11,5753.210000,5753.210000,5512.870000,5581.758849
2020-03-10,5728.150000,5868.120000,5566.340000,5868.105891
2020-03-09,5830.580000,5830.580000,5567.820000,5591.738565
2020-03-06,6013.800000,6078.390000,5906.620000,6050.798195
2020-03-05,6260.910000,6275.080000,6106.710000,6155.579508
2020-03-04,6198.660000,6371.850000,6175.660000,6370.354546
2020-03-03,6301.520000,6383.330000,6057.830000,6112.074219
2020-03-02,6052.690000,6289.280000,5993.850000,6288.643607
2020-02-28,5935.790000,6022.820000,5811.550000,6011.726372
2020-02-27,6231.100000,6301.140000,6059.730000,6060.667884
2020-02-26,6387.210000,6473.670000,6324.420000,6339.380489
2020-02-25,6588.630000,6604.370000,6344.180000,6363.374624
2020-02-24,6626.460000,6630.770000,6539.510000,6561.935440
2020-02-21,6834.880000,6835.050000,6769.930000,6788.598985
2020-02-20,6875.210000,6892.910000,6795.020000,6860.524700
2020-02-19,6874.750000,6901.420000,6871.580000,6886.473888
2020-02-18,6850.510000,6862.640000,6823.250000,6853.039746
2020-02-14,6868.460000,6873.650000,6844.510000,6872.680863
2020-02-13,6842.580000,6881.310000,6831.770000,6858.916180
2020-02-12,6849.730000,6871.930000,6848.300000,6867.922736
2020-02-11,6840.100000,6859.810000,6813.450000,6823.594889
2020-02-10,6743.130000,6811.980000,6742.090000,6811.832719
2020-02-07,6777.170000,6788.800000,6749.970000,6761.261939
2020-02-06,6794.890000,6800.990000,6773.510000,6796.640192
2020-02-05,6753.110000,6778.820000,6730.530000,6772.984441
2020-02-04,6663.000000,6716.390000,6663.000000,6697.485683
2020-02-03,6571.680000,6638.020000,6571.680000,6598.626469
2020-01-31,6666.380000,6666.380000,6529.570000,6550.999289
2020-01-30,6613.270000,6673.090000,6585.790000,6668.523554
2020-01-29,6679.290000,6687.440000,6643.840000,6646.686998
2020-01-28,6609.890000,6671.650000,6605.810000,6652.304243
2020-01-27,6593.110000,6616.640000,6568.370000,6585.950968
2020-01-24,6767.610000,6767.700000,6662.930000,6691.218965
2020-01-23,6732.240000,6754.530000,6704.120000,6752.086820
2020-01-22,6760.690000,6776.350000,6740.430000,6743.897882
2020-01-21,6742.180000,6759.970000,6733.310000,6741.706927
2020-01-17,6747.400000,6759.900000,6737.680000,6759.510138
2020-01-16,6705.270000,6733.790000,6705.270000,6733.351672
2020-01-15,6662.990000,6696.270000,6660.180000,6677.251443
2020-01-14,6669.120000,6687.150000,6652.700000,6664.662702
2020-01-13,6639.630000,6674.140000,6634.280000,6674.134536
2020-01-10,6661.280000,6663.680000,6618.810000,6627.874262
2020-01-09,6629.230000,6648.570000,6624.650000,6646.842823
2020-01-08,6571.820000,6629.610000,6568.160000,6601.153427
2020-01-07,6578.230000,6584.360000,6559.190000,6568.736547
2020-01-06,6528.240000,6587.310000,6522.340000,6586.538686
2020-01-03,6546.090000,6586.250000,6538.170000,6563.319820
2020-01-02,6582.550000,6609.670000,6564.020000,6609.287581
2020-01-01,6553.570000,6553.570000,6553.570000,6553.570000
2019-12-31,6521.920000,6555.480000,6515.560000,6553.568814
2019-12-30,6572.030000,6573.720000,6524.560000,6533.907038
2019-12-27,6585.650000,6586.850000,6559.590000,6571.033886
2019-12-26,6544.950000,6571.050000,6544.950000,6570.705732
2019-12-25,6536.580000,6536.580000,6536.580000,6536.580000
2019-12-24,6540.790000,6542.770000,6530.770000,6536.584052
2019-12-23,6541.530000,6545.020000,6534.230000,6537.397089
2019-12-20,6536.010000,6540.700000,6521.320000,6531.749268
2019-12-19,6472.800000,6499.400000,6472.800000,6499.262217
2019-12-18,6478.240000,6484.830000,6469.990000,6469.996939
2019-12-17,6478.090000,6483.580000,6469.230000,6472.241550
2019-12-16,6454.190000,6482.690000,6454.190000,6470.027735
2019-12-13,6419.570000,6451.790000,6399.100000,6423.927894
2019-12-12,6366.930000,6437.900000,6361.390000,6422.345146
2019-12-11,6354.920000,6371.460000,6349.770000,6366.838435
2019-12-10,6354.070000,6367.780000,6335.490000,6348.312325
2019-12-09,6367.030000,6381.230000,6354.790000,6355.069993
2019-12-06,6351.830000,6384.200000,6351.830000,6374.704575
2019-12-05,6320.300000,6320.760000,6289.180000,6316.691768
2019-12-04,6286.750000,6318.920000,6284.860000,6305.492370
2019-12-03,6253.480000,6268.780000,6219.000000,6265.215259
2019-12-02,6367.590000,6368.510000,6300.620000,6306.876759
2019-11-29,6374.120000,6380.410000,6358.360000,6361.564014
2019-11-28,6385.760000,6385.760000,6385.760000,6385.760000
2019-11-27,6369.290000,6386.800000,6365.180000,6385.764731
2019-11-26,6346.980000,6362.820000,6339.200000,6358.455857
2019-11-25,6311.570000,6344.660000,6311.570000,6344.363344
2019-11-22,6298.600000,6301.520000,6274.110000,6296.336915
2019-11-21,6292.610000,6295.890000,6264.550000,6282.594050
2019-11-20,6304.730000,6313.410000,6257.950000,6292.170120
2019-11-19,6329.370000,6329.580000,6301.100000,6314.662711
2019-11-18,6309.680000,6322.350000,6297.850000,6318.017888
2019-11-15,6289.360000,6314.750000,6282.700000,6314.744119
2019-11-14,6253.530000,6268.530000,6238.510000,6265.423226
2019-11-13,6238.660000,6266.650000,6227.990000,6258.584520
2019-11-12,6248.750000,6275.710000,6240.050000,6253.913358
2019-11-11,6230.300000,6246.440000,6221.190000,6243.811729
2019-11-08,6232.180000,6256.110000,6216.740000,6256.108773
2019-11-07,6242.700000,6264.220000,6229.020000,6238.988787
2019-11-06,6215.720000,6220.080000,6197.090000,6219.095797
2019-11-05,6226.770000,6233.140000,6209.380000,6214.279172
2019-11-04,6223.020000,6235.290000,6214.780000,6221.625825
2019-11-01,6165.860000,6198.610000,6165.860000,6198.590836
2019-10-31,6157.600000,6157.600000,6109.680000,6138.734813
2019-10-30,6142.740000,6162.590000,6115.310000,6156.934431
2019-10-29,6133.430000,6158.390000,6132.410000,6136.470641
2019-10-28,6126.750000,6150.910000,6126.750000,6141.506520
2019-10-25,6068.550000,6117.120000,6066.000000,6107.418132
2019-10-24,6091.620000,6094.080000,6062.650000,6082.539157
2019-10-23,6049.630000,6071.320000,6044.120000,6070.867988
2019-10-22,6083.190000,6090.900000,6076.760000,6053.415479
2019-10-21,6054.210000,6076.070000,6051.960000,6074.904446
2019-10-18,6054.740000,6061.080000,6013.530000,6033.259764
2019-10-17,6062.540000,6077.700000,6044.470000,6056.842249
2019-10-16,6039.670000,6055.440000,6030.610000,6039.691390
2019-10-15,6006.790000,6066.730000,6006.790000,6051.387608
2019-10-14,5991.040000,6005.170000,5985.410000,5991.721405
2019-10-11,5985.510000,6045.960000,5985.510000,6000.042101
2019-10-10,5895.010000,5955.390000,5892.120000,5934.563519
2019-10-09,5879.850000,5916.630000,5872.970000,5896.604544
2019-10-08,5896.790000,5907.020000,5841.270000,5841.569277
2019-10-07,5944.750000,5975.320000,5927.560000,5933.763191
2019-10-04,5892.910000,5963.730000,5892.910000,5960.432153
2019-10-03,5825.890000,5877.450000,5766.450000,5876.863573
2019-10-02,5903.980000,5903.980000,5803.340000,5828.934247
2019-10-01,6022.890000,6040.710000,5932.060000,5935.197773
2019-09-30,5989.080000,6022.950000,5989.080000,6008.590370
2019-09-27,6025.890000,6029.600000,5945.350000,5978.108222
2019-09-26,6025.560000,6028.680000,5981.230000,6009.189101
2019-09-25,5990.120000,6033.440000,5959.530000,6023.455073
2019-09-24,6058.880000,6070.080000,5968.700000,5986.581569
2019-09-23,6020.200000,6051.770000,6017.880000,6036.903711
2019-09-20,6070.480000,6086.450000,6023.610000,6037.495460
2019-09-19,6074.090000,6097.450000,6059.580000,6066.901659
2019-09-18,6055.870000,6068.370000,6009.680000,6066.419257
2019-09-17,6044.080000,6065.310000,6040.380000,6064.305857
2019-09-16,6045.540000,6057.180000,6034.620000,6048.668593
2019-09-13,6077.230000,6087.570000,6058.500000,6067.504686
2019-09-12,6069.240000,6092.390000,6052.790000,6070.228073
2019-09-11,6012.510000,6051.870000,6000.200000,6051.865468
2019-09-10,5991.240000,6008.140000,5963.170000,6008.121211
2019-09-09,6026.160000,6027.640000,5988.220000,6005.992964
2019-09-06,6009.330000,6018.560000,5993.580000,6006.069746
2019-09-05,5969.340000,6019.960000,5969.340000,6000.379698
2019-09-04,5895.540000,5924.050000,5889.900000,5921.955463
2019-09-03,5863.470000,5874.190000,5829.080000,5857.951076
2019-09-02,5898.230000,5898.230000,5898.230000,5898.230000
2019-08-30,5919.650000,5926.390000,5871.820000,5898.231859
2019-08-29,5865.020000,5905.590000,5855.570000,5893.650173
2019-08-28,5765.130000,5823.050000,5749.570000,5818.840326
2019-08-27,5829.110000,5840.300000,5764.070000,5780.786316
2019-08-26,5775.810000,5800.310000,5754.250000,5799.336807
2019-08-23,5864.470000,5896.600000,5711.170000,5735.628258
2019-08-22,5904.460000,5920.860000,5851.250000,5888.367553
2019-08-21,5886.370000,5899.770000,5878.770000,5891.190343
2019-08-20,5880.030000,5888.940000,5841.560000,5842.762815
2019-08-19,5868.460000,5903.690000,5868.460000,5888.934364
2019-08-16,5769.970000,5828.100000,5769.970000,5818.168185
2019-08-15,5731.670000,5752.070000,5690.030000,5734.487579
2019-08-14,5827.090000,5827.090000,5717.380000,5719.304651
2019-08-13,5798.360000,5924.340000,5790.980000,5890.158896
2019-08-12,5851.190000,5852.130000,5782.910000,5804.252038
2019-08-09,5897.340000,5907.590000,5836.260000,5873.466006
2019-08-08,5827.400000,5912.910000,5824.140000,5911.657774
2019-08-07,5750.360000,5817.610000,5684.520000,5801.323920
2019-08-06,5755.290000,5802.000000,5728.020000,5796.717563
2019-08-05,5829.050000,5829.050000,5676.310000,5721.796666
2019-08-02,5920.950000,5923.610000,5861.100000,5897.104250
2019-08-01,5993.640000,6060.550000,5923.340000,5939.832525
